"name","logo","workAreas","website","facebook","city","country","briefIntro"
"Norwegian Refugee Council - Syria","https://ngobase.org/images/ngo_logos/SY/Norwegian-Refugee-Council---Syria-ngo-charity.jpg","Development -> Community Development; Health -> WASH; Other Societal Benefits -> International","https://www.nrc.no/countries/middle-east/syria/","https://www.facebook.com/norwegianrefugeecouncil/","Damascus","Syria",""
"Norwegian Refugee Council Jordan","https://ngobase.org/images/ngo_logos/JO/NRC---Norwegian-Refugee-Council-ngo-charity.jpg","Vulnerable Groups -> Immigrants or Refugees; Health -> WASH; Environment and Climate -> Disaster Relief","https://www.nrc.no/countries/middle-east/jordan/","https://www.facebook.com/norwegianrefugeecouncil/","Irbid","Jordan",""
"NRC - Norwegian Refugee Council - Lebanon","https://ngobase.org/images/ngo_logos/LB/NRC---Norwegian-Refugee-Council---Lebanon-ngo-charity.jpg","Vulnerable Groups -> Immigrants or Refugees; Environment and Climate -> Disaster Relief; Health -> WASH","https://www.nrc.no/countries/middle-east/lebanon/","https://www.facebook.com/norwegianrefugeecouncil/","Beirut","Lebanon",""
"Cross Catholic Outreach","https://ngobase.org/images/ngo_logos/US/Cross-Catholic-Outreach-ngo-charity.jpg","Health -> WASH; Rights -> Child Rights and Welfare; Education and Training -> Education and Literacy","https://crosscatholic.org/","https://www.facebook.com/crosscatholic/","Boca Raton","United States",""
"World Vision International","https://ngobase.org/images/ngo_logos/MM/World-Vision-International-(Yangon)-ngo-charity.JPG","Environment and Climate -> Disaster Relief; Other Societal Benefits -> International; Health -> WASH","https://www.wvi.org/myanmar","https://www.facebook.com/WorldVisionInternational","Yangon","Myanmar(Burma)",""
"Society For Family Health, Nigeria","https://ngobase.org/images/ngo_logos/NG/Society-for-Family-Health,-Nigeria-ngo-charity.jpg","Health -> Population Welfare; Health -> WASH; Health -> Maternal Health","https://sfhnigeria.org/","https://www.facebook.com/SFHNigeria/","Abuja","Nigeria",""
"World Toilet Organization","https://ngobase.org/images/ngo_logos/SG/World-Toilet-Organization-ngo-charity.png","Health -> WASH","https://worldtoilet.org/","https://www.facebook.com/WTO.org/","Singapore","Singapore",""
"Center For Science And Environment","https://ngobase.org/images/ngo_logos/IN/Center-for-Science-and-Environment-ngo-charity.png","Environment and Climate -> Environment Protection; Health -> WASH","https://www.cseindia.org/","https://www.facebook.com/cseindia","New Delhi","India","The Center for Science and Environment is an NGO for water and sanitation. CSE is a public-interest research and advocacy organisation based in New Delhi. They are also working on climate change impacts in India."
"Practical Action Burkina Faso","https://ngobase.org/images/ngo_logos/BF/Practical-Action-Burkina-Faso-ngo-charity.jpg","Other Societal Benefits -> Agriculture; Environment and Climate -> Renewable Energy; Health -> WASH","https://practicalaction.org/","https://www.facebook.com/PracticalAction/","Ouagadougou","Burkina Faso",""
"NGO Forum For Public Health","https://ngobase.org/images/ngo_logos/BD/NGO-Forum-for-Public-Health-ngo-charity.jpg","Health -> Health Care - Other services; Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://www.ngof.org/","https://www.facebook.com/ngoforum.publichealth/","Dhaka","Bangladesh",""
"Prayas Youth Foundation","https://ngobase.org/images/ngo_logos/IN/Prayas-Youth-Foundation-ngo-charity.jpg","Environment and Climate -> Environment Protection; Environment and Climate -> Forest Protection; Health -> WASH","https://prayasgroup.org/","https://www.facebook.com/PrayasYouthFoundation/","Aurangabad","India","Prayas Youth Foundation is an environment protection NGO in Maharashtra. They are also working for forests, plantations, agroforestry plantations, and water conservation in India."
"Water Mission","https://ngobase.org/images/ngo_logos/US/Water-Mission-ngo-charity.png","Health -> WASH","https://watermission.org/","https://www.facebook.com/WaterMissions/","Charleston","United States","Water Mission is a charity in Charleston that designs, builds, and implements safe water, sanitation, and hygiene solutions for communities in developing countries and disaster areas."
"Plan International - Zambia","https://ngobase.org/images/ngo_logos/ZM/Plan-International---Zambia-ngo-charity.png","Rights -> Child Rights and Welfare; Other Societal Benefits -> International; Health -> WASH","https://plan-international.org/zambia/","https://www.facebook.com/PlanInternationalZambia/","Lusaka","Zambia",""
"QATAR RED CRESCENT - SOMALIA (QRCS)","https://ngobase.org/images/ngo_logos/SO/QATAR-RED-CRESCENT---SOMALIA-(QRCS)-ngo-charity.jpg","Health -> WASH; Health -> Health Care - Other services; Environment and Climate -> Disaster Relief","https://www.qrcs.org.qa/ar/Pages/default.aspx#","https://www.facebook.com/QatarRedCrescent/","Mogadishu","Somalia",""
"UNICEF - Czech Republic","https://ngobase.org/images/ngo_logos/CZ/UNICEF---Czech-Republic-ngo-charity.png","Health -> WASH; Education and Training -> Education and Literacy; Other Societal Benefits -> International","https://www.unicef.cz/","https://www.facebook.com/unicef.ceska.republika","Prague","Czech Republic",""
"Ceamso Ong","https://ngobase.org/images/ngo_logos/PY/Ceamso-Ong-ngo-charity.jpg","Development -> Community Development; Health -> WASH","http://www.ceamso.org.py/","https://www.facebook.com/ceamso.ong/","Asuncion","Paraguay",""
"Hope Of Life International","https://ngobase.org/images/ngo_logos/US/Hope-of-Life-International-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Disaster Relief; Health -> Disability Support","https://www.hopeoflifeintl.org/","https://www.facebook.com/hopeoflifeintl/","Cranston","United States",""
"Indian Red Cross","https://ngobase.org/images/ngo_logos/IN/Indian-Red-Cross-ngo-charity.png","Health -> Blood Diseases; Health -> Health Care - Other services; Health -> WASH","https://www.indianredcross.org/ircs/","https://www.facebook.com/ircsofficial","New Delhi","India","IRC is working for social emergency response volunteers (SERV), blood centers, livelihood program, first aid, education and training program, T7tuberculosis (TB) program, family news service, youth program, and partners for resilience."
"International Medical Corps - Cameroon","https://ngobase.org/images/ngo_logos/CM/International-Medical-Corps---Cameroon-ngo-charity.png","Health -> Health Care - Other services; Health -> WASH; Other Societal Benefits -> International","https://internationalmedicalcorps.org/country/cameroon/","https://www.facebook.com/internationalmedicalcorps","Yaounde","Cameroon",""
"International Medical Corps - Central African Republic","https://ngobase.org/images/ngo_logos/CF/International-Medical-Corps---Central-African-republic-ngo-charity.png","Poverty Alleviation -> Women Welfare; Health -> WASH; Other Societal Benefits -> International","https://internationalmedicalcorps.org/country/central-african-republic/","https://www.facebook.com/internationalmedicalcorps","Bangui","Central African Republic",""
"International Medical Corps - DRC","https://ngobase.org/images/ngo_logos/CD/International-Medical-Corps---DRC-ngo-charity.png","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Other Societal Benefits -> International","https://internationalmedicalcorps.org/country/democratic-republic-of-congo/","https://www.facebook.com/internationalmedicalcorps","Kinshasa","Democratic Republic of Congo",""
"International Medical Corps - Ethiopia","https://ngobase.org/images/ngo_logos/ET/International-Medical-Corps---Ethiopia-ngo-charity.png","Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity; Other Societal Benefits -> International","https://internationalmedicalcorps.org/country/ethiopia/","https://www.facebook.com/internationalmedicalcorps","Addis Ababa","Ethiopia",""
"International Medical Corps - Morocco","https://ngobase.org/images/ngo_logos/MA/International-Medical-Corps---Morocco-ngo-charity.png","Health -> WASH; Environment and Climate -> Disaster Relief; Other Societal Benefits -> International","https://internationalmedicalcorps.org/emergency-response/morocco/","https://www.facebook.com/internationalmedicalcorps","Rabat","Morocco",""
"International Medical Corps - Sudan","https://ngobase.org/images/ngo_logos/SD/International-Medical-Corps---Sudan-ngo-charity.png","Health -> WASH; Health -> Health Care - Other services; Other Societal Benefits -> International","https://internationalmedicalcorps.org/country/sudan/","https://www.facebook.com/internationalmedicalcorps","Khartoum","Sudan",""
"Tarayana Foundation","https://ngobase.org/images/ngo_logos/BT/Tarayana-Foundation-ngo-charity.png","Environment and Climate -> Environment Protection; Health -> WASH; Education and Training -> Scholarships and Educational Awards","https://www.tarayanafoundation.org/","https://www.facebook.com/profile.php?id=100064318524973","Thimphu","Bhutan",""
"WaterAid- Cambodia","https://ngobase.org/images/ngo_logos/KH/WaterAid--Cambodia-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/cambodia","https://www.facebook.com/wateraidcambodia/","Phnom Penh","Cambodia",""
"Living Water Census - Censat Agua Viva","https://ngobase.org/images/ngo_logos/CO/Living-Water-Census---Censat-Agua-Viva-ngo-charity.JPG","Health -> WASH; Environment and Climate -> Renewable Energy; Environment and Climate -> Forest Protection","https://censat.org/","https://www.facebook.com/CensatAguaVivaAmigosDeLaTierraColombia/","Bogota","Colombia",""
"WaterAid - Senegal","https://ngobase.org/images/ngo_logos/SN/WaterAid---Senegal-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/senegal","https://www.facebook.com/WaterAidWAfrica/","Dakar","Senegal",""
"Zamzam Foundation (ZZF)","https://ngobase.org/images/ngo_logos/SO/Zamzam-Foundation-(ZZF)-ngo-charity.jpg","Education and Training -> Education and Literacy; Health -> Health Care - Other services; Health -> WASH","https://zamzamsom.org/","https://www.facebook.com/zamzamsom.org","Mogadishu","Somalia",""
"Digdeep Right To Water Project","https://ngobase.org/images/ngo_logos/US/Digdeep-Right-To-Water-Project-ngo-charity.jfif","Health -> WASH; Environment and Climate -> Environment Protection","https://www.digdeep.org/","https://www.facebook.com/DigDeepWater/","Los Angeles","United States",""
"Food For The Hungry","https://ngobase.org/images/ngo_logos/US/Food-for-the-Hungry-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Education and Training -> Education and Literacy; Health -> WASH","https://www.fh.org/give/strengthen-communities/","https://www.facebook.com/foodforthehungry/","Phoenix","United States",""
"Food For The Hungry Bangladesh","https://ngobase.org/images/ngo_logos/BD/FH-Association-Bangladesh---Food-For-The-Hungry-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Other Societal Benefits -> International; Health -> WASH","https://www.fh.org/about/countries/bangladesh/","https://www.facebook.com/foodforthehungry/","Dhaka","Bangladesh",""
"Food For The Hungry Ethiopia","https://ngobase.org/images/ngo_logos/ET/Food-for-the-Hungry-Ethiopia-ngo-charity.jpg","Other Societal Benefits -> International; Poverty Alleviation -> Poverty Alleviation; Health -> WASH","https://www.fh.org/about/countries/ethiopia/","https://www.facebook.com/foodforthehungry/","Addis Ababa","Ethiopia",""
"Hisaar Foundation","https://ngobase.org/images/ngo_logos/PK/Hisaar-Foundation-ngo-charity.jpg","Development -> Community Development; Environment and Climate -> Environment Protection; Health -> WASH","http://www.hisaar.org/","http://www.facebook.com/hisaarfoundation","Karachi","Pakistan",""
"Mercy Charitable Program","https://ngobase.org/images/ngo_logos/US/Mercy-Charitable-Program-ngo-charity.JPG","Poverty Alleviation -> Free food distribution; Education and Training -> Education and Literacy; Health -> WASH","https://mwlimits.org/","https://www.facebook.com/MWLimits/","Overland Park","United States",""
"Save The Bay","https://ngobase.org/images/ngo_logos/US/Save-The-Bay-ngo.PNG","Health -> WASH","https://savesfbay.org/","https://www.facebook.com/saveSFbay/","Oakland","United States",""
"Save The Bay","https://ngobase.org/images/ngo_logos/US/Save-The-Blue-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Environment Protection; Legal -> Legal Aid","https://savesfbay.org/","https://www.facebook.com/saveSFbay/","Oakland","United States","Save the Bay, A non-profit in California that works to protect and restore the San Francisco Bay and its watershed through advocacy, education, and conservation projects."
"Siruthuli","https://ngobase.org/images/ngo_logos/IN/Siruthuli-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH; Other Societal Benefits -> Agriculture","https://siruthuli.com/about/","https://www.facebook.com/Siruthuli","Coimbatore","India","Siruthuli is a water & environmental NGO in Coimbatore. works the water & environmental problems and for the protection of natural resources."
"Upstate Forever","https://ngobase.org/images/ngo_logos/US/Upstate-Forever-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://www.upstateforever.org/","https://www.facebook.com/UpstateForever/","Greenville","United States","A Greenville-based charity, Upstate Forever, focuses on preserving the natural and cultural resources of Upstate South Carolina through land conservation and community planning."
"WaterAid - Austrailia","https://ngobase.org/images/ngo_logos/AU/WaterAid---Austrailia-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/australia","https://www.facebook.com/WaterAidAustralia/","Canberra","Australia",""
"WaterAid - Burkina Faso","https://ngobase.org/images/ngo_logos/BF/WaterAid---Burkina-Faso-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/burkina-faso","https://www.facebook.com/WaterAidBurkina/?profile_tab_item_selected=about&_rdr","Ouagadougou","Burkina Faso",""
"WaterAid - Canada","https://ngobase.org/images/ngo_logos/CA/WaterAid---Canada-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/","https://www.facebook.com/wateraidcanada/","Ottawa","Canada",""
